,Date,Country,Locality,Sector,Acc_level,Pot_Acc_Level,Gender,Emp_type,Risk_Type,Description,Year,Month,Day,Weekday,WeekofYear,Season,Quarter,CleanDescription,New_Description
374,2017-12-04,3,10,3,1,1,1,2,31,"During the execution of the service of opening of pricked for the future works of IP, around 15:30, the employee Pedro second in the line of the equipment, was stung by a wasp in the right portion of the neck. The beetle, being of small size, was not seen by the employees in the bite, causing the employee's shock against the insects that were manifested. The employee used all the PPE's required for the activity to be developed. The bite occurred over the collar of the shirt and over the face shield. The technician responsible for performing the work evaluated the sting and, together with the injured employee, found that because it was a localized swelling and that there was no allergy, there would be no need to paralyze the activity, which it followed normally.",2,12,4,2,48,3,4,"['execution', 'service', 'open', 'prick', 'future', 'work', 'around', 'employee', 'pedro', 'second', 'line', 'equipment', 'sting', 'wasp', 'right', 'portion', 'neck', 'beetle', 'small', 'size', 'see', 'employees', 'bite', 'cause', 'employee', 'shock', 'insects', 'manifest', 'employee', 'use', 'ppe', 'require', 'activity', 'develop', 'bite', 'occur', 'collar', 'shirt', 'face', 'shield', 'technician', 'responsible', 'perform', 'work', 'evaluate', 'sting', 'together', 'injure', 'employee', 'find', 'localize', 'swell', 'allergy', 'would', 'need', 'paralyze', 'activity', 'follow', 'normally']",execution service open prick future work around employee pedro second line equipment sting wasp right portion neck beetle small size see employees bite cause employee shock insects manifest employee use ppe require activity develop bite occur collar shirt face shield technician responsible perform work evaluate sting together injure employee find localize swell allergy would need paralyze activity follow normally
375,2017-04-23,1,4,2,1,3,1,2,16,"In moments that Mr. William carried out the inspection of the cut of the Block 781 Level 1850 OB6A, so that the loading platform could be realized, in instants that observed the drills positive radial ones that were covered and shotcreteados, he hears a noise from the upper part of the pit (detachments of banks at the center of the pit), to which Mr. William goes back to leave work, but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable.",2,4,23,4,15,1,2,"['moments', 'william', 'carry', 'inspection', 'cut', 'block', 'level', 'load', 'platform', 'could', 'realize', 'instants', 'observe', 'drill', 'positive', 'radial', 'ones', 'cover', 'shotcreteados', 'hear', 'noise', 'upper', 'part', 'pit', 'detachments', 'bank', 'center', 'pit', 'william', 'back', 'leave', 'work', 'metatarsal', 'boot', 'make', 'contact', 'rock', 'floor', 'cause', 'lose', 'balance', 'stumble', 'gable']",moments william carry inspection cut block level load platform could realize instants observe drill positive radial ones cover shotcreteados hear noise upper part pit detachments bank center pit william back leave work metatarsal boot make contact rock floor cause lose balance stumble gable
376,2017-04-19,3,10,3,1,4,1,2,16,"On 04/19/2017, the employee de Lima da Silva was composing the team of opening of bite to survey of IP. The team consisted of one mining technician and three assistants. When was moving in the bite he touched his left foot on a stump of Tucum that was on the ground covered with dry leaves of vegetation near drainage. When he felt the thorn piercing on his foot, he told the mining technician what had happened and the teammate removed the thorn that pierced the top of the boot. After removal of the spine the foot was washed and it was verified that there was no other injury. After the event the technician waxed the activity and returned to the city of Porangatu / GO. It was not necessary to take the employee to the health unit.",2,4,19,7,15,1,2,"['employee', 'lima', 'silva', 'compose', 'team', 'open', 'bite', 'survey', 'team', 'consist', 'one', 'mine', 'technician', 'three', 'assistants', 'move', 'bite', 'touch', 'leave', 'foot', 'stump', 'tucum', 'grind', 'cover', 'dry', 'leave', 'vegetation', 'near', 'drainage', 'felt', 'thorn', 'pierce', 'foot', 'tell', 'mine', 'technician', 'happen', 'teammate', 'remove', 'thorn', 'pierce', 'top', 'boot', 'removal', 'spine', 'foot', 'wash', 'verify', 'injury', 'event', 'technician', 'wax', 'activity', 'return', 'city', 'porangatu', 'necessary', 'take', 'employee', 'health', 'unit']",employee lima silva compose team open bite survey team consist one mine technician three assistants move bite touch leave foot stump tucum grind cover dry leave vegetation near drainage felt thorn pierce foot tell mine technician happen teammate remove thorn pierce top boot removal spine foot wash verify injury event technician wax activity return city porangatu necessary take employee health unit
377,2017-04-23,1,6,1,1,2,1,2,23,"Approx. 10:00 pm. Mr. Victor at the time he made a visual inspection of scaffolding, suffered a slight blow to the level of the right ear with the metallic extension of the chute of the conveyor chain.",2,4,23,4,15,1,2,"['approx', 'victor', 'time', 'make', 'visual', 'inspection', 'scaffold', 'suffer', 'slight', 'blow', 'level', 'right', 'ear', 'metallic', 'extension', 'chute', 'conveyor', 'chain']",approx victor time make visual inspection scaffold suffer slight blow level right ear metallic extension chute conveyor chain
378,2017-04-25,3,10,3,1,1,1,2,31,"During the execution of the soil sampling task, in the Potions area, around 3:00 pm Pablo was moving on the bite and was bitten by a right elbow wasp over the sleeve uniform. He was using at the time of the incident all the PPE needed for the activity. The employee was evaluated by the team who found it to be a mild injury with localized swelling. The employee reported that he did not feel any pain and that he could continue the activity.",2,4,25,6,16,1,2,"['execution', 'soil', 'sample', 'task', 'potions', 'area', 'around', 'pablo', 'move', 'bite', 'bite', 'right', 'elbow', 'wasp', 'sleeve', 'uniform', 'use', 'time', 'incident', 'ppe', 'need', 'activity', 'employee', 'evaluate', 'team', 'find', 'mild', 'injury', 'localize', 'swell', 'employee', 'report', 'feel', 'pain', 'could', 'continue', 'activity']",execution soil sample task potions area around pablo move bite bite right elbow wasp sleeve uniform use time incident ppe need activity employee evaluate team find mild injury localize swell employee report feel pain could continue activity
379,2017-04-25,2,7,2,4,5,1,1,32,"ACTIVITY: front sanitation (slaughter of choco with scaller) LOCAL: underground mine, level 350 - front 45 Upper JKA The operator performed front sanitation when a rock block from the roof hit the equipment. The accident victim was promptly rescued by the unit's emergency brigade and transported to the outpatient clinic where he received the first care, and was then transferred to the Municipal of Paracatu.",2,4,25,6,16,1,2,"['activity', 'front', 'sanitation', 'slaughter', 'choco', 'scaller', 'local', 'underground', 'mine', 'level', 'front', 'upper', 'jka', 'operator', 'perform', 'front', 'sanitation', 'rock', 'block', 'roof', 'hit', 'equipment', 'accident', 'victim', 'promptly', 'rescue', 'unit', 'emergency', 'brigade', 'transport', 'outpatient', 'clinic', 'receive', 'first', 'care', 'transfer', 'municipal', 'paracatu']",activity front sanitation slaughter choco scaller local underground mine level front upper jka operator perform front sanitation rock block roof hit equipment accident victim promptly rescue unit emergency brigade transport outpatient clinic receive first care transfer municipal paracatu
380,2017-04-25,1,1,2,4,4,1,1,20,"Performing the cleaning of material (Mineral) that accumulates between the steel plate and the concrete base on which it rests; As shown in the photograph (steel plate thickness = 1/2 in.), in order to complete this cleaning, the workers decide to weld on the steel plate a support eyelet type and at the other end as a fixed point and fastening a pin helical (support), in such a way to lift the plate with the help of a key and remove all the accumulated material. In the instant that they were pulling the chain of the tecla, the injured one had his left hand resting on the concrete wall (the line of fire), product of the tension exerted by the tecle, the helical bolt breaks and the chain lashes on the index finger generating the injury. At the time of the accident, the accident victim used all his epps, including his gloves.",2,4,25,6,16,1,2,"['perform', 'clean', 'material', 'mineral', 'accumulate', 'steel', 'plate', 'concrete', 'base', 'rest', 'show', 'photograph', 'steel', 'plate', 'thickness', 'order', 'complete', 'clean', 'workers', 'decide', 'weld', 'steel', 'plate', 'support', 'eyelet', 'type', 'end', 'fix', 'point', 'fasten', 'pin', 'helical', 'support', 'way', 'lift', 'plate', 'help', 'key', 'remove', 'accumulate', 'material', 'instant', 'pull', 'chain', 'tecla', 'injure', 'one', 'leave', 'hand', 'rest', 'concrete', 'wall', 'line', 'fire', 'product', 'tension', 'exert', 'tecle', 'helical', 'bolt', 'break', 'chain', 'lash', 'index', 'finger', 'generate', 'injury', 'time', 'accident', 'accident', 'victim', 'use', 'epps', 'include', 'gloves']",perform clean material mineral accumulate steel plate concrete base rest show photograph steel plate thickness order complete clean workers decide weld steel plate support eyelet type end fix point fasten pin helical support way lift plate help key remove accumulate material instant pull chain tecla injure one leave hand rest concrete wall line fire product tension exert tecle helical bolt break chain lash index finger generate injury time accident accident victim use epps include gloves
381,2017-04-24,1,3,2,1,5,1,1,16,"In circumstances that Mr. Efraín OSORIO FELIX - Mina 2nd. He entered the interior of Pocket 2 at level 2865 (Before -1205). It activated the compressed air gun that is installed in the lower part of the structure with a nozzle that communicates the air lung with the internal part of the pocket, projecting a violent flow of air that blows the left leg of the worker and generates a stun by the noise produced.",2,4,24,2,16,1,2,"['circumstances', 'efra', 'osorio', 'felix', 'mina', 'enter', 'interior', 'pocket', 'level', 'activate', 'compress', 'air', 'gun', 'instal', 'lower', 'part', 'structure', 'nozzle', 'communicate', 'air', 'lung', 'internal', 'part', 'pocket', 'project', 'violent', 'flow', 'air', 'blow', 'leave', 'leg', 'worker', 'generate', 'stun', 'noise', 'produce']",circumstances efra osorio felix mina enter interior pocket level activate compress air gun instal lower part structure nozzle communicate air lung internal part pocket project violent flow air blow leave leg worker generate stun noise produce
382,2017-04-28,2,5,1,1,2,1,1,16,"The employee reports that he performed his routine activities in the Foundry area when it was necessary to fit the last ZAMAC ingots of one of the packages. At this point, the ingot slipped and hit the back of his right foot, causing pain. The safety footwear worn by the employee has a steel toe and a metatarsal protector.",2,4,28,1,16,1,2,"['employee', 'report', 'perform', 'routine', 'activities', 'foundry', 'area', 'necessary', 'fit', 'last', 'zamac', 'ingots', 'one', 'package', 'point', 'ingot', 'slip', 'hit', 'back', 'right', 'foot', 'cause', 'pain', 'safety', 'footwear', 'wear', 'employee', 'steel', 'toe', 'metatarsal', 'protector']",employee report perform routine activities foundry area necessary fit last zamac ingots one package point ingot slip hit back right foot cause pain safety footwear wear employee steel toe metatarsal protector
383,2017-04-29,2,2,2,2,3,1,1,15,The employee used a lever to remove the sealing ring from the front tire of the wheel loader (LHD 05) when the lever came to release from the fulcrum in the ring and press the left ring finger against the loader shell causing traumatism at the tip of the said finger.,2,4,29,3,16,1,2,"['employee', 'use', 'lever', 'remove', 'seal', 'ring', 'front', 'tire', 'wheel', 'loader', 'lhd', 'lever', 'come', 'release', 'fulcrum', 'ring', 'press', 'leave', 'ring', 'finger', 'loader', 'shell', 'cause', 'traumatism', 'tip', 'say', 'finger']",employee use lever remove seal ring front tire wheel loader lhd lever come release fulcrum ring press leave ring finger loader shell cause traumatism tip say finger
