Injury Level,Final Narrative
1,An employee's left index finger was amputated while operating a wood chop saw to cut pant bars for hangers.
1,An employee was placing a part on an assembly machine and amputated her right middle fingertip.
1,An employee was unloading construction materials (steel) to be inventoried when his fingertip was pinched and amputated between two pieces of steel.
1,An employee amputated a finger while clearing a jam on a sheeter machine.
1,"An employee was using vise grips to repair an overhead door when his left ring finger was caught in the hinge of the tool, amputating the fingertip."
1,"An employee was rotating (spinning) a luggage dolly when his left index finger was caught in the dolly, amputating his fingertip."
1,"On or about June 28, 2016, an employee was using a trim saw to cut down bronze castings when the employee's left hand contacted the cutting blade, amputating the third, fourth, and fifth digits."
1,An employee was trying to remove material that was stuck in the trimming machine when the blade came down and partially amputated his left index finger without bone loss.
1,"An employee was cutting foam with a disc saw when he contacted the blade, injuring his left middle fingertip. His fingertip had to be surgically amputated. The saw was unguarded at the time of the incident."
1,"An employee was helping to remove sand from holding tanks during hydraulic fracturing treatment rigging  breakdown. A pipe containing an auger was being used to remove sand from a tank.  There was an opening at the end to allow the sand to drop from the pipe, and the employee thought the pipe was stopped up. While inspecting the opening, the employee's left-hand index finger was amputated to the distal joint and the middle finger was severely lacerated by the rotating auger inside the pipe."
